person_idx,role,travel_path
819,sov,"['2934', '36731', '12213', '13417', '36728', '12212', '13416', '73816', '12039', '32965', '81364', '81363', '13262', '12211', '81441', '11995', '81443', '11998', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
232,sov,"['517', '19995', '79188', '19994', '79201', '19993', '20040', '79202', '65820', '19992', '19991', '25376', '19990', '20392', '79224', '22612', '13992', '25374', '19988', '28104', '19987', '83066', '19986', '19985', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
850,sov,"['4168', '33155', '80320', '14026', '14028', '80318', '12786', '12865', '20679', '80315', '14025', '80313', '80314', '14027', '14032', '14041', '12752', '83329', '12579', '12581', '12574', '12576', '12570', '83327', '13721', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1314,sov,"['2902', '12100', '12096', '12099', '81340', '12012', '83266', '83267', '83270', '83271', '17581', '12010', '83276', '83277', '12032', '11974', '12004', '83283', '83284', '12006', '83125', '83232', '14795', '11997', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
303,sov,"['49', '25401', '10638', '10639', '10640', '46', '80488', '10721', '10720', '10649', '80494', '13814', '65290', '10767', '80495', '13221', '10758', '36385', '10693', '10694', '14415', '14416', '14418', '10699', '10679', '10680', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1482,sov,"['5512', '25031', '39883', '83492', '39947', '83493', '45813', '45811', '64794', '46100', '45894', '45540', '45531', '45888', '45885', '81166', '45881', '45850', '45849', '45843', '45840', '10885', '10898', '10886', '10887', '10888', '10892', '10904', '10907', '10908', '10896', '10897', '10950', '10951', '10952', '10954', '10955', '10956', '14446', '10957', '81957', '81958', '9617', '9618', '84749', '9619', '9620', '9014', '9002', '9003', '22877', '9017', '9004', '84750', '81965', '9024', '9005', '9006', '9007', '81972', '9008', '9009', '7533', '9033', '9010', '9011', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
437,sov,"['3505', '65971', '13616', '13618', '12779', '13631', '13626', '36448', '13620', '14343', '8461', '8463', '8630', '8631', '8634', '8525', '8526', '8527', '8528', '8529', '8530', '64416', '8531', '8535', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
927,sov,"['202', '14744', '10174', '9950', '13733', '80454', '10173', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1456,sov,"['3171', '36848', '16752', '64661', '73440', '9595', '9603', '32045', '9596', '9597', '24963', '9598', '81186', '27159', '36856', '81188', '81187', '9599', '36857', '36855', '9600', '64656', '9713', '9714', '9659', '9660', '9648', '81740', '81739', '9649', '9650', '9705', '81744', '9634', '9652', '83375', '9653', '9654', '9655', '12754', '64679', '82238', '32008', '78214', '1693', '78213', '8468', '8469', '78212', '8521', '8522', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
632,sov,"['347', '20465', '10140', '80616', '14691', '12855', '13649', '80602', '80603', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
608,sov,"['3460', '80980', '8207', '8208', '8209', '8210', '8353', '80946', '8354', '80944', '8355', '8311', '80942', '80943', '83351', '83350', '8400', '80973', '14262', '20670', '80970', '20578', '20579', '20580', '20581', '20582', '20583', '17995', '22124', '8638', '8693', '80909', '79111', '79113', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1286,sov,"['1210', '65243', '11937', '11910', '25292', '74249', '80788', '13515', '11812', '11813', '11835', '11834', '80789', '11794', '74246', '80790', '11833', '11832', '11830', '80805', '80806', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1446,dc_driver,"['3385', '36902', '3384', '16835', '32432', '11226', '11224', '11227', '64667', '32451', '11230', '65511', '11232', '11236', '64662', '11239', '79049', '3590', '20906', '73217', '25252', '14336', '25256', '13734', '13167', '25260', '79039', '79038', '13168', '79040', '11199', '65447', '11252', '36907', '36908', '12927', '73220', '79032', '82507', '12928', '14655', '84997', '14359', '25269', '83995', '8357', '79074', '8202', '8264', '8381', '49831', '8324', '8337', '22039', '8251', '8252', '8273', '8253', '8254', '80976', '8255', '80972', '8256', '8257', '14255', '8258', '14252', '80953', '8644', '22124', '8638', '8693', '80909', '79111', '79113', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
342,dc_passenger,"['3385', '36902', '3384', '16835', '32432', '11226', '11224', '11227', '64667', '32451', '11230', '65511', '11232', '11236', '64662', '11239', '79049', '3590', '20906', '73217', '25252', '14336', '25256', '13734', '13167', '25260', '79039', '79038', '13168', '79040', '11199', '65447', '11252', '36907', '36908', '12927', '73220', '79032', '82507', '12928', '14655', '84997', '14359', '25269', '83995', '8357', '79074', '8202', '8264', '8381', '49831', '8324', '8337', '22039', '8251', '8252', '8273', '8253', '8254', '80976', '8255', '80972', '8256', '8257', '14255', '8258', '14252', '80953', '8644', '22124', '8638', '8693', '80909', '79111', '79113', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1152,sov,"['3902', '11705', '80438', '80437', '80436', '11712', '13779', '11713', '11576', '11577', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1369,sov,"['1471', '10390', '74481', '10391', '81668', '10392', '65031', '1468', '65028', '10400', '9277', '32018', '9276', '9270', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
612,sov,"['1950', '72289', '12728', '14049', '12700', '11321', '13795', '13600', '12749', '83317', '12558', '12561', '12555', '12557', '12552', '12553', '12750', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1407,sov,"['2293', '80151', '9887', '9874', '80168', '32091', '9875', '13586', '13585', '9870', '9869', '13578', '36488', '9868', '64237', '14247', '80213', '13580', '83359', '82697', '17220', '84140', '82696', '84141', '84142', '84143', '84144', '84155', '15487', '22119', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
621,sov,"['3244', '64456', '15712', '16815', '13061', '24984', '36865', '13067', '65963', '13024', '24981', '14710', '24976', '36864', '14938', '36862', '16784', '78363', '14705', '65962', '16753', '36847', '81197', '16748', '73459', '16746', '16744', '16738', '81195', '16737', '65505', '81194', '9608', '81192', '9681', '9682', '78007', '78006', '9683', '32073', '78005', '9680', '9744', '9666', '81997', '9686', '9687', '81960', '82195', '9688', '9689', '15243', '65483', '9380', '25476', '9026', '9023', '9024', '9005', '9006', '9007', '81972', '9008', '9009', '7533', '9033', '9010', '9011', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
755,sov,"['1773', '9144', '65933', '9143', '81930', '9142', '25491', '9141', '25492', '74425', '15296', '9140', '65929', '9139', '65042', '9138', '9137', '74436', '65928', '9136', '65934', '74438', '14926', '25460', '9135', '9134', '9133', '78076', '9132', '9130', '74454', '9129', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
717,dc_driver,"['526', '13677', '79128', '20656', '36317', '20470', '356', '19956', '25383', '19954', '82583', '7880', '7881', '7866', '13836', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1371,dc_passenger,"['526', '13677', '79128', '20656', '36317', '20470', '356', '19956', '25383', '19954', '82583', '7880', '7881', '7866', '13836', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
699,sov,"['517', '19995', '79188', '19994', '79201', '19993', '20040', '79202', '65820', '19992', '19991', '25376', '19990', '20392', '79224', '22612', '13992', '25374', '19988', '28104', '19987', '83066', '19986', '19985', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
643,dc_driver,"['2141', '72410', '72408', '12326', '13076', '13077', '12327', '36529', '72404', '12329', '12330', '64250', '12476', '12489', '80057', '15393', '12511', '12332', '12333', '12334', '12335', '80173', '12336', '12465', '12466', '12467', '80184', '80183', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1277,dc_passenger,"['2141', '72410', '72408', '12326', '13076', '13077', '12327', '36529', '72404', '12329', '12330', '64250', '12476', '12489', '80057', '15393', '12511', '12332', '12333', '12334', '12335', '80173', '12336', '12465', '12466', '12467', '80184', '80183', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
16,sov,"['2141', '72410', '72408', '12326', '13076', '13077', '12327', '36529', '72404', '12329', '12330', '64250', '12476', '12489', '80057', '15393', '12511', '12332', '12333', '12334', '12335', '80173', '12336', '12465', '12466', '12467', '80184', '80183', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1269,dc_driver,"['2926', '25522', '32889', '32890', '12123', '13816', '84987', '84988', '13262', '12211', '81441', '11995', '81443', '11998', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
710,dc_passenger,"['2926', '25522', '32889', '32890', '12123', '13816', '84987', '84988', '13262', '12211', '81441', '11995', '81443', '11998', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
704,sov,"['2926', '25522', '32889', '32890', '12123', '13816', '84987', '84988', '13262', '12211', '81441', '11995', '81443', '11998', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
691,dc_driver,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
904,dc_passenger,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
294,sov,"['1745', '9335', '9334', '9333', '9332', '81911', '9331', '78028', '78027', '14922', '25442', '9330', '40096', '28090', '78029', '9329', '78037', '78038', '78039', '9311', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1301,sov,"['4168', '33155', '80320', '14026', '14028', '80318', '12786', '12865', '20679', '80315', '14025', '80313', '80314', '14027', '14032', '14041', '12752', '83329', '12579', '12581', '12574', '12576', '12570', '83327', '13721', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1302,dc_driver,"['176', '32202', '10751', '80533', '13277', '74125', '25411', '10750', '10749', '80537', '13279', '10748', '13273', '36360', '14352', '10740', '10698', '18252', '10701', '80456', '80457', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
295,dc_passenger,"['176', '32202', '10751', '80533', '13277', '74125', '25411', '10750', '10749', '80537', '13279', '10748', '13273', '36360', '14352', '10740', '10698', '18252', '10701', '80456', '80457', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
92,sov,"['4520', '13909', '16114', '37009', '16121', '16126', '64936', '82092', '16149', '81106', '16164', '16165', '16166', '81092', '37013', '81091', '81090', '16192', '16193', '25151', '34017', '16207', '34022', '16229', '16241', '16243', '81076', '16248', '16278', '16289', '10672', '10673', '10674', '10684', '10688', '10676', '10695', '10678', '10694', '14415', '14416', '14418', '10699', '10679', '10680', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
807,dc_driver,"['2831', '32903', '12152', '2830', '64690', '15001', '2828', '25606', '12194', '14425', '25515', '14426', '81452', '36631', '81451', '14596', '81453', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
837,dc_passenger,"['2831', '32903', '12152', '2830', '64690', '15001', '2828', '25606', '12194', '14425', '25515', '14426', '81452', '36631', '81451', '14596', '81453', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1009,sov,"['1423', '65756', '10381', '81766', '10380', '81772', '82136', '10379', '81770', '81769', '81771', '81768', '81767', '10370', '81719', '10378', '10377', '81789', '81790', '10560', '14389', '25418', '17987', '10362', '17990', '14865', '14866', '17985', '9239', '17979', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
622,dc_driver,"['4344', '72866', '4341', '25568', '4263', '25567', '4264', '65135', '72928', '16517', '83566', '83565', '83564', '83563', '83562', '27149', '16426', '16424', '26176', '16418', '15481', '16372', '16340', '16327', '11940', '11941', '11947', '80793', '11944', '11945', '11827', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
