person_idx,role,travel_path
1387,sov,"['1199', '80789', '11794', '74246', '80790', '11833', '11832', '11830', '80805', '80806', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
444,sov,"['1657', '65053', '19533', '14913', '19599', '19536', '19600', '12867', '64198', '19601', '64194', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1402,sov,"['2257', '72331', '72332', '9900', '36496', '80143', '9852', '9899', '72388', '9898', '80169', '9879', '36513', '9875', '13586', '13585', '9870', '9869', '13578', '36488', '9868', '64237', '14247', '80213', '13580', '83359', '82697', '17220', '84140', '82696', '84141', '84142', '84143', '84144', '84155', '15487', '22119', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1447,sov,"['3902', '11705', '80438', '80437', '80436', '11712', '13779', '11713', '11576', '11577', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
341,dc_driver,"['2050', '33090', '12622', '65363', '12505', '13556', '13179', '12478', '33041', '72311', '33040', '12472', '25214', '12497', '36528', '12473', '15147', '80133', '12474', '80132', '80131', '80130', '13566', '13567', '13568', '18263', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
347,dc_passenger,"['2050', '33090', '12622', '65363', '12505', '13556', '13179', '12478', '33041', '72311', '33040', '12472', '25214', '12497', '36528', '12473', '15147', '80133', '12474', '80132', '80131', '80130', '13566', '13567', '13568', '18263', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1439,sov,"['1865', '15291', '9737', '78004', '15248', '9738', '65537', '74398', '65952', '32077', '81962', '81961', '9687', '81960', '82195', '9688', '9689', '15243', '65483', '9380', '25476', '9026', '9023', '9024', '9005', '9006', '9007', '81972', '9008', '9009', '7533', '9033', '9010', '9011', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1489,sov,"['4098', '33205', '65628', '16952', '34346', '34347', '25115', '16962', '80348', '16966', '16967', '16968', '64919', '16971', '16974', '12821', '12818', '16987', '12815', '12817', '83326', '80329', '22513', '83207', '14022', '14027', '14032', '14041', '12752', '83329', '12579', '12581', '12574', '12576', '12570', '83327', '13721', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
617,sov,"['1002', '74181', '7683', '19829', '36312', '7682', '7681', '7709', '7680', '7679', '7678', '7677', '7676', '7675', '7561', '7648', '64626', '7649', '7650', '17415', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1345,sov,"['1471', '10390', '74481', '10391', '81668', '10392', '65031', '1468', '65028', '10400', '9277', '32018', '9276', '9270', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
604,sov,"['150', '10731', '10732', '36355', '80502', '10710', '80503', '10709', '10708', '80508', '10707', '10706', '10705', '14745', '10704', '32116', '32115', '10173', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
597,sov,"['4070', '72268', '72266', '34359', '25119', '16985', '65286', '16989', '65288', '80327', '16997', '12800', '83994', '72202', '33181', '33183', '14013', '25409', '10774', '80480', '80481', '15010', '10775', '74486', '36365', '80478', '10654', '13206', '10648', '80486', '13295', '13298', '74495', '13297', '33326', '80485', '14355', '13868', '13294', '13869', '22021', '65894', '14417', '80459', '14418', '10699', '10679', '10680', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
73,sov,"['537', '64204', '20434', '20430', '79242', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1490,sov,"['1646', '74452', '74446', '9148', '9147', '74455', '74456', '25448', '19555', '13890', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
419,sov,"['2293', '80151', '9887', '9874', '80168', '32091', '9875', '13586', '13585', '9870', '9869', '13578', '36488', '9868', '64237', '14247', '80213', '13580', '83359', '82697', '17220', '84140', '82696', '84141', '84142', '84143', '84144', '84155', '15487', '22119', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
273,dc_driver,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
413,dc_passenger,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
361,sov,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
451,sov,"['202', '14744', '10174', '9950', '13733', '80454', '10173', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
476,dc_driver,"['176', '32202', '10751', '80533', '13277', '74125', '25411', '10750', '10749', '80537', '13279', '10748', '13273', '36360', '14352', '10740', '10698', '18252', '10701', '80456', '80457', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
56,dc_passenger,"['176', '32202', '10751', '80533', '13277', '74125', '25411', '10750', '10749', '80537', '13279', '10748', '13273', '36360', '14352', '10740', '10698', '18252', '10701', '80456', '80457', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
406,sov,"['3171', '36848', '16752', '64661', '73440', '9595', '9603', '32045', '9596', '9597', '24963', '9598', '81186', '27159', '36856', '81188', '81187', '9599', '36857', '36855', '9600', '64656', '9713', '9714', '9659', '9660', '9648', '81740', '81739', '9649', '9650', '9705', '81744', '9634', '9652', '83375', '9653', '9654', '9655', '12754', '64679', '82238', '32008', '78214', '1693', '78213', '8468', '8469', '78212', '8521', '8522', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
429,dc_driver,"['3519', '11181', '78221', '9568', '13611', '13613', '9564', '13614', '13618', '12779', '13631', '13626', '36448', '13620', '14343', '8461', '8463', '8630', '8631', '8634', '8525', '8526', '8527', '8528', '8529', '8530', '64416', '8531', '8535', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1282,dc_passenger,"['3519', '11181', '78221', '9568', '13611', '13613', '9564', '13614', '13618', '12779', '13631', '13626', '36448', '13620', '14343', '8461', '8463', '8630', '8631', '8634', '8525', '8526', '8527', '8528', '8529', '8530', '64416', '8531', '8535', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1017,dc_driver,"['1049', '11838', '11769', '11837', '11836', '11750', '11777', '11881', '11882', '11860', '11854', '8853', '8854', '8855', '8858', '8860', '8861', '8866', '8865', '8870', '8871', '79101', '8872', '8702', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
990,dc_passenger,"['1049', '11838', '11769', '11837', '11836', '11750', '11777', '11881', '11882', '11860', '11854', '8853', '8854', '8855', '8858', '8860', '8861', '8866', '8865', '8870', '8871', '79101', '8872', '8702', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
885,sov,"['1049', '11838', '11769', '11837', '11836', '11750', '11777', '11881', '11882', '11860', '11854', '8853', '8854', '8855', '8858', '8860', '8861', '8866', '8865', '8870', '8871', '79101', '8872', '8702', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1379,dc_driver,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
936,dc_passenger,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
109,sov,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
430,dc_driver,"['1628', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1141,dc_passenger,"['1628', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
984,sov,"['150', '10731', '10732', '36355', '80502', '10710', '80503', '10709', '10708', '80508', '10707', '10706', '10705', '14745', '10704', '32116', '32115', '10173', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
213,dc_driver,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
170,dc_passenger,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
966,sov,"['517', '19995', '79188', '19994', '79201', '19993', '20040', '79202', '65820', '19992', '19991', '25376', '19990', '20392', '79224', '22612', '13992', '25374', '19988', '28104', '19987', '83066', '19986', '19985', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
365,dc_driver,"['4344', '72866', '4341', '25568', '4263', '25567', '4264', '65135', '72928', '16517', '83566', '83565', '83564', '83563', '83562', '27149', '16426', '16424', '26176', '16418', '15481', '16372', '16340', '16327', '11940', '11941', '11947', '80793', '11944', '11945', '11827', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1151,dc_passenger,"['4344', '72866', '4341', '25568', '4263', '25567', '4264', '65135', '72928', '16517', '83566', '83565', '83564', '83563', '83562', '27149', '16426', '16424', '26176', '16418', '15481', '16372', '16340', '16327', '11940', '11941', '11947', '80793', '11944', '11945', '11827', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
980,dc_driver,"['49', '25401', '10638', '10639', '10640', '46', '80488', '10721', '10720', '10649', '80494', '13814', '65290', '10767', '80495', '13221', '10758', '36385', '10693', '10694', '14415', '14416', '14418', '10699', '10679', '10680', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
606,dc_passenger,"['49', '25401', '10638', '10639', '10640', '46', '80488', '10721', '10720', '10649', '80494', '13814', '65290', '10767', '80495', '13221', '10758', '36385', '10693', '10694', '14415', '14416', '14418', '10699', '10679', '10680', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
446,dc_driver,"['2756', '36761', '73915', '12197', '12195', '81570', '32956', '81571', '15040', '12269', '36753', '36758', '14428', '14427', '16729', '14597', '14596', '81453', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
328,dc_passenger,"['2756', '36761', '73915', '12197', '12195', '81570', '32956', '81571', '15040', '12269', '36753', '36758', '14428', '14427', '16729', '14597', '14596', '81453', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1012,dc_driver,"['1471', '10390', '74481', '10391', '81668', '10392', '65031', '1468', '65028', '10400', '9277', '32018', '9276', '9270', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1247,dc_passenger,"['1471', '10390', '74481', '10391', '81668', '10392', '65031', '1468', '65028', '10400', '9277', '32018', '9276', '9270', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1504,dc_driver,"['337', '64209', '74145', '19714', '36318', '20007', '19699', '19698', '20006', '20005', '20004', '20003', '20002', '20001', '20000', '19999', '19998', '19996', '20118', '79206', '79205', '84027', '20119', '84746', '17163', '79160', '79159', '17167', '79156', '79157', '84037', '74166', '74164', '74165', '20288', '20287', '20286', '20285', '64624', '20387', '484']"
847,dc_passenger,"['337', '64209', '74145', '19714', '36318', '20007', '19699', '19698', '20006', '20005', '20004', '20003', '20002', '20001', '20000', '19999', '19998', '19996', '20118', '79206', '79205', '84027', '20119', '84746', '17163', '79160', '79159', '17167', '79156', '79157', '84037', '74166', '74164', '74165', '20288', '20287', '20286', '20285', '64624', '20387', '484']"
887,sov,"['337', '64209', '74145', '19714', '36318', '20007', '19699', '19698', '20006', '20005', '20004', '20003', '20002', '20001', '20000', '19999', '19998', '19996', '20118', '79206', '79205', '84027', '20119', '84746', '17163', '79160', '79159', '17167', '79156', '79157', '84037', '74166', '74164', '74165', '20288', '20287', '20286', '20285', '64624', '20387', '484']"
492,sov,"['1733', '65042', '9138', '9137', '74436', '65928', '9136', '65934', '74438', '14926', '25460', '9135', '9134', '9133', '78076', '9132', '9130', '74454', '9129', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
